"city","state","lat","lng","population","Business Freedom","Commute","Cost of Living","Economy","Education","Environmental Quality","Healthcare","Housing","Internet Access","Leisure & Culture","Outdoors","Safety","Startups","Taxation","Tolerance","Travel Connectivity","Venture Capital"
"Hanover","MN",45.1579,-93.6634,3501,8.671,4.925,5.042,6.5145,5.2745,8.362,8.972,4.7385,6.2585,6.8505,5.096,5.085,6.5265,4.062,7.288,3.544,5.523
"Harrisburg","NC",35.3125,-80.6485,18415,8.671,4.134,4.987,6.5145,3.6245,8.00925,8.81133333333333,5.549,6.387,5.606,1.3115,5.3475,6.248,4.062,6.7895,3.679,2.878
"Hartford","IL",38.8183,-90.0915,1846,8.671,5.0855,5.504,6.5145,5.2715,7.37425,8.87733333333333,6.958,8.909,7.6425,4.8285,3.8805,5.424,4.062,4.376,2.5315,3.885
"Hartford","WI",43.3223,-88.3784,15526,8.671,4.915,5.526,6.5145,4.177,7.989,8.59433333333333,6.1225,4.346,6.8375,5.064,4.267,4.8305,4.204,4.844,1.5875,2.005
"Hawaiian Gardens","CA",33.8304,-118.0728,14178,8.57466666666667,3.677,4.556,6.5145,8.6245,4.7315,8.43966666666667,1.5275,5.4965,9.196,6.747,5.705,10,4.7675,6.96,3.9585,10
"Hawthorne","CA",33.9147,-118.3476,87863,8.57466666666667,3.677,4.556,6.5145,8.6245,4.7315,8.43966666666667,1.5275,5.4965,9.196,6.747,5.705,10,4.7675,6.96,3.9585,10
"Hawthorne","NJ",40.9579,-74.1582,19507,8.671,5.51925,2.342,6.5145,8.0935,5.23375,8.50166666666667,1,7.0985,10,5.7475,7.022,10,3.9205,6.7125,6.675,10
"Hayward","CA",37.6328,-122.0766,162254,8.671,4.68725,2.618,6.5145,8.6245,6.4815,8.748,1,5.6055,9.407,7.014,5.7155,10,4.488,8.0125,3.6545,10
"Hazelwood","MO",38.7931,-90.3899,25466,8.671,5.0855,5.504,6.5145,5.2715,7.37425,8.87733333333333,6.958,8.909,7.6425,4.8285,3.8805,5.424,4.062,4.376,2.5315,3.885
"Herndon","VA",38.9699,-77.3867,24574,8.671,4.457,3.595,6.5145,5.9685,6.99375,8.49066666666667,1.2105,3.8255,10,5.0235,2.1915,8.774,4.062,6.5495,4.505,8.056
"Highland Park","IL",42.1823,-87.8104,30245,8.671,4.57975,4.766,6.5145,7.999,6.8045,8.555,3.702,6.5995,8.193,5.4155,3.832,9.513,4.062,6.134,5.5075,8.368
"Highland Park","MI",42.4052,-83.0977,9304,8.671,0.933,6.032,6.5145,5.8185,4.04675,8.279,6.223,6.167,7.478,5.3875,4.4615,5.4015,3.7785,3.678,3.6405,5.184
"Highland Park","NJ",40.5006,-74.4283,14947,8.671,5.51925,2.342,6.5145,8.0935,5.23375,8.50166666666667,1,7.0985,10,5.7475,7.022,10,3.9205,6.7125,6.675,10
"Highland Park","TX",32.8311,-96.8012,8895,8.671,4.4705,6.091,6.5145,4.284,6.693,8.43933333333333,5.259,6.461,7.1685,4.502,4.339,7.9395,4.772,5.294,4.7465,4.916
"Hillsboro","MO",38.2331,-90.5671,3425,8.671,5.0855,5.504,6.5145,5.2715,7.37425,8.87733333333333,6.958,8.909,7.6425,4.8285,3.8805,5.424,4.062,4.376,2.5315,3.885
"Hillsboro","OR",45.5273,-122.936,105909,8.671,4.908,4.924,6.5145,4.2155,8.4595,8.59666666666667,4.138,5.9685,6.2195,6.304,5.1805,6.957,3.9205,8.1595,2.2405,5.899
"Hoboken","NJ",40.7452,-74.0281,59369,8.671,5.51925,2.342,6.5145,8.0935,5.23375,8.50166666666667,1,7.0985,10,5.7475,7.022,10,3.9205,6.7125,6.675,10
"Hoffman Estates","IL",42.064,-88.1468,52153,8.671,4.57975,4.766,6.5145,7.999,6.8045,8.555,3.702,6.5995,8.193,5.4155,3.832,9.513,4.062,6.134,5.5075,8.368
"Hollywood","FL",26.0293,-80.1679,152597,8.671,4.05275,4.497,6.5145,4.3945,6.292,8.529,3.031,5.824,6.7675,5.3845,4.321,8.0225,4.772,6.0435,4.169,5.055
"Honolulu","HI",21.3294,-157.846,835291,8.671,4.16175,2.867,6.5145,4.2805,6.094,8.474,2.3415,6.158,7.623,5.9175,6.8565,4.1335,4.204,7.774,1.983,NA
"Houston","PA",40.2494,-80.211,1224,8.671,4.308,4.795,6.5145,6.5935,6.87425,8.58233333333333,5.9635,8.6695,6.859,4.0685,4.791,6.5075,3.7785,7.39,1.738,3.581
"Houston","TX",29.786,-95.3885,5650910,8.671,4.03075,6.162,6.5145,4.928,5.3045,8.611,5.2245,6.2485,7.144,5.386,3.129,7.9345,4.772,5.34,4.3385,4.474
"Hudson","FL",28.3595,-82.6894,11230,8.671,1.40075,5.253,6.5145,4.2805,7.37875,8.78166666666667,5.696,7.195,6.434,5.497,4.7065,6.347,4.772,5.36,2.9055,3.778
"Hudson","TX",31.3287,-94.8014,4912,8.671,4.03075,6.162,6.5145,4.928,5.3045,8.611,5.2245,6.2485,7.144,5.386,3.129,7.9345,4.772,5.34,4.3385,4.474
"Hudson","WI",44.9639,-92.7312,14500,8.671,4.925,5.042,6.5145,5.2745,8.362,8.972,4.7385,6.2585,6.8505,5.096,5.085,6.5265,4.062,7.288,3.544,5.523
"Huntington Beach","CA",33.696,-118.0018,198735,8.57466666666667,3.677,4.556,6.5145,8.6245,4.7315,8.43966666666667,1.5275,5.4965,9.196,6.747,5.705,10,4.7675,6.96,3.9585,10
"Indianapolis","IN",39.7771,-86.1458,1659305,8.671,4.85875,5.478,6.5145,3.6245,6.1605,8.59766666666667,6.266,5.8755,7.299,3.965,3.968,5.503,4.062,6.87,1.6815,3.96
"Inwood","NY",40.6219,-73.7506,10533,8.671,5.51925,2.342,6.5145,8.0935,5.23375,8.50166666666667,1,7.0985,10,5.7475,7.022,10,3.9205,6.7125,6.675,10
"Irvine","CA",33.6772,-117.7738,297868,8.57466666666667,3.677,4.556,6.5145,8.6245,4.7315,8.43966666666667,1.5275,5.4965,9.196,6.747,5.705,10,4.7675,6.96,3.9585,10
"Irving","TX",32.8583,-96.9702,254184,8.671,4.4705,6.091,6.5145,4.284,6.693,8.43933333333333,5.259,6.461,7.1685,4.502,4.339,7.9395,4.772,5.294,4.7465,4.916
"Iselin","NJ",40.5697,-74.3172,17684,8.671,5.51925,2.342,6.5145,8.0935,5.23375,8.50166666666667,1,7.0985,10,5.7475,7.022,10,3.9205,6.7125,6.675,10
"Issaquah","WA",47.5439,-122.0471,39057,8.671,4.52375,3.79,6.5145,5.7145,7.56025,8.72433333333333,2.291,4.9405,8.1155,7.2095,5.6365,8.367,4.772,8.0895,2.8845,7.551
"Jacksonville","FL",30.3322,-81.6749,1220191,8.671,1.40575,5.359,6.5145,3.6245,7.12025,8.498,6.45,6.1575,5.6545,5.013,3.8255,4.3475,4.772,5.6785,1.5675,2.545
"Jacksonville","OH",39.4761,-82.0796,332,8.671,5.02675,5.746,6.5145,5.0475,8.166,8.689,6.2895,4.5535,6.466,4.545,5.2815,5.8785,3.9205,5.9215,1.663,4.973
"Jamaica Beach","TX",29.1904,-94.98,1037,8.671,4.03075,6.162,6.5145,4.928,5.3045,8.611,5.2245,6.2485,7.144,5.386,3.129,7.9345,4.772,5.34,4.3385,4.474
"Jersey City","NJ",40.7184,-74.0686,287146,8.671,5.51925,2.342,6.5145,8.0935,5.23375,8.50166666666667,1,7.0985,10,5.7475,7.022,10,3.9205,6.7125,6.675,10
"Johnston","IA",41.691,-93.7234,23418,8.671,2.07225,6.327,6.5145,3.6245,8.68225,8.84133333333333,6.851,5.698,6.0665,3.2995,6.984,2.912,4.346,8.4765,1.379,1.818
"Kaneohe","HI",21.4062,-157.7904,34509,8.671,4.16175,2.867,6.5145,4.2805,6.094,8.474,2.3415,6.158,7.623,5.9175,6.8565,4.1335,4.204,7.774,1.983,NA
"Kansas City","KS",39.1235,-94.7443,155745,8.671,1.9725,5.844,6.5145,3.6245,7.9765,8.77566666666667,6.7075,8.1885,6.6745,4.1615,4.4225,2.794,4.062,5.0205,1.869,3.538
"Kansas City","MO",39.1238,-94.5541,1644497,8.671,1.9725,5.844,6.5145,3.6245,7.9765,8.77566666666667,6.7075,8.1885,6.6745,4.1615,4.4225,2.794,4.062,5.0205,1.869,3.538
"Kent","WA",47.3887,-122.2128,134890,8.671,4.52375,3.79,6.5145,5.7145,7.56025,8.72433333333333,2.291,4.9405,8.1155,7.2095,5.6365,8.367,4.772,8.0895,2.8845,7.551
"King of Prussia","PA",40.0963,-75.3821,23841,8.671,4.1315,4.422,6.5145,6.0285,5.124,8.62166666666667,4.207,7.443,8.492,4.115,3.133,7.3625,3.7785,5.8645,3.556,5.216
"Kirkland","WA",47.697,-122.2057,91656,8.671,4.52375,3.79,6.5145,5.7145,7.56025,8.72433333333333,2.291,4.9405,8.1155,7.2095,5.6365,8.367,4.772,8.0895,2.8845,7.551
"Lafayette","CA",37.8919,-122.1189,25384,8.671,4.68725,2.618,6.5145,8.6245,6.4815,8.748,1,5.6055,9.407,7.014,5.7155,10,4.488,8.0125,3.6545,10
"Lafayette","CO",39.9946,-105.0998,99475,8.671,4.53,5.102,6.5145,3.6245,7.11675,8.61566666666667,3.8375,5.4185,6.2235,7.933,5.371,7.8645,4.346,7.8605,4.243,6.117
"Lafayette","OR",45.2463,-123.1115,4369,8.671,4.908,4.924,6.5145,4.2155,8.4595,8.59666666666667,4.138,5.9685,6.2195,6.304,5.1805,6.957,3.9205,8.1595,2.2405,5.899
"Lake Forest","CA",33.6605,-117.6714,85516,8.57466666666667,3.677,4.556,6.5145,8.6245,4.7315,8.43966666666667,1.5275,5.4965,9.196,6.747,5.705,10,4.7675,6.96,3.9585,10
"Lake Forest","IL",42.238,-87.8596,19450,8.671,4.57975,4.766,6.5145,7.999,6.8045,8.555,3.702,6.5995,8.193,5.4155,3.832,9.513,4.062,6.134,5.5075,8.368
"Lake Mary","FL",28.7592,-81.336,16459,8.671,4.33875,5.284,6.5145,3.6245,6.676,8.274,5.7785,4.886,5.9295,4.493,4.134,6.5975,4.772,5.784,3.7735,2.464
"Langhorne","PA",40.1777,-74.9212,1655,8.671,4.1315,4.422,6.5145,6.0285,5.124,8.62166666666667,4.207,7.443,8.492,4.115,3.133,7.3625,3.7785,5.8645,3.556,5.216
"Lansing","IL",41.5648,-87.5462,28916,8.671,4.57975,4.766,6.5145,7.999,6.8045,8.555,3.702,6.5995,8.193,5.4155,3.832,9.513,4.062,6.134,5.5075,8.368
"Lansing","KS",39.2428,-94.8972,11321,8.671,1.9725,5.844,6.5145,3.6245,7.9765,8.77566666666667,6.7075,8.1885,6.6745,4.1615,4.4225,2.794,4.062,5.0205,1.869,3.538
"Las Vegas","NV",36.2333,-115.2654,2150373,8.671,4.8075,5.759,6.5145,3.6245,5.5565,7.98466666666667,7.001,5.3035,6.3685,5.385,2.385,7.515,4.772,7.275,3.5285,2.022
"Lebanon","IL",38.6005,-89.8114,4737,8.671,5.0855,5.504,6.5145,5.2715,7.37425,8.87733333333333,6.958,8.909,7.6425,4.8285,3.8805,5.424,4.062,4.376,2.5315,3.885
"Lebanon","IN",40.0324,-86.4551,17196,8.671,4.85875,5.478,6.5145,3.6245,6.1605,8.59766666666667,6.266,5.8755,7.299,3.965,3.968,5.503,4.062,6.87,1.6815,3.96
"Lenexa","KS",38.9609,-94.8018,56755,8.671,1.9725,5.844,6.5145,3.6245,7.9765,8.77566666666667,6.7075,8.1885,6.6745,4.1615,4.4225,2.794,4.062,5.0205,1.869,3.538
"Lexington","MN",45.1381,-93.1714,2071,8.671,4.925,5.042,6.5145,5.2745,8.362,8.972,4.7385,6.2585,6.8505,5.096,5.085,6.5265,4.062,7.288,3.544,5.523
"Littleton","CO",39.5915,-105.0188,45465,8.671,4.53,5.102,6.5145,3.6245,7.11675,8.61566666666667,3.8375,5.4185,6.2235,7.933,5.371,7.8645,4.346,7.8605,4.243,6.117
"Livermore","CA",37.6868,-121.7607,88403,8.671,4.68725,2.618,6.5145,8.6245,6.4815,8.748,1,5.6055,9.407,7.014,5.7155,10,4.488,8.0125,3.6545,10
"London","OH",39.8935,-83.4375,10362,8.671,5.02675,5.746,6.5145,5.0475,8.166,8.689,6.2895,4.5535,6.466,4.545,5.2815,5.8785,3.9205,5.9215,1.663,4.973
"Long Beach","CA",33.7977,-118.167,466565,8.57466666666667,3.677,4.556,6.5145,8.6245,4.7315,8.43966666666667,1.5275,5.4965,9.196,6.747,5.705,10,4.7675,6.96,3.9585,10
"Long Beach","NY",40.5887,-73.666,34820,8.671,5.51925,2.342,6.5145,8.0935,5.23375,8.50166666666667,1,7.0985,10,5.7475,7.022,10,3.9205,6.7125,6.675,10
"Los Alamitos","CA",33.7971,-118.0592,11780,8.57466666666667,3.677,4.556,6.5145,8.6245,4.7315,8.43966666666667,1.5275,5.4965,9.196,6.747,5.705,10,4.7675,6.96,3.9585,10
"Los Altos","CA",37.3684,-122.0965,31562,8.671,2.20275,NA,6.5145,3.6245,6.7265,8.88533333333333,0.5,7.142,NA,1.75,7.637,8.2945,4.488,8.454,3.1505,9.623
"Los Angeles","CA",34.1141,-118.4068,12121244,8.57466666666667,3.677,4.556,6.5145,8.6245,4.7315,8.43966666666667,1.5275,5.4965,9.196,6.747,5.705,10,4.7675,6.96,3.9585,10
"Los Gatos","CA",37.2304,-121.9562,33309,8.671,4.68725,2.618,6.5145,8.6245,6.4815,8.748,1,5.6055,9.407,7.014,5.7155,10,4.488,8.0125,3.6545,10
"Louisville","CO",39.971,-105.1441,21091,8.671,4.53,5.102,6.5145,3.6245,7.11675,8.61566666666667,3.8375,5.4185,6.2235,7.933,5.371,7.8645,4.346,7.8605,4.243,6.117
"Louisville","KY",38.1663,-85.6485,1022630,8.671,1.954,6.358,6.5145,3.6245,6.60125,8.55833333333333,7.258,5.527,5.6935,1.3,3.6175,4.254,4.062,5.7785,1.473,2.293
"Loveland","OH",39.2677,-84.2733,13125,8.671,4.7435,6.108,6.5145,4.2805,7.1095,8.638,6.6775,6.512,6.118,3.6075,4.975,6.0995,3.9205,5.299,1.9265,2.709
"Lynn","MA",42.4781,-70.9664,100233,8.671,4.39625,4.259,6.5145,8.6245,8.1705,8.956,1,5.7005,8.564,5.66,7.742,9.565,4.062,8.4815,3.215,10
"Madison","GA",33.5793,-83.4758,4404,8.671,3.89775,5.241,6.5145,6.457,5.81775,8.534,4.9755,6.4805,7.7655,5.0095,2.6725,8.835,4.204,4.062,5.2915,7.257
"Madison","IL",38.7024,-90.1501,2752,8.671,5.0855,5.504,6.5145,5.2715,7.37425,8.87733333333333,6.958,8.909,7.6425,4.8285,3.8805,5.424,4.062,4.376,2.5315,3.885
"Madison","NJ",40.7586,-74.4169,16819,8.671,5.51925,2.342,6.5145,8.0935,5.23375,8.50166666666667,1,7.0985,10,5.7475,7.022,10,3.9205,6.7125,6.675,10
"Madison","WI",43.0822,-89.393,461778,8.671,5.47375,6.173,6.5145,5.386,9.524,9.02366666666667,5.8295,4.9925,4.422,4.376,7.362,4.017,4.204,7.9005,1.2295,2.913
"Malvern","PA",40.0329,-75.5146,3368,8.671,4.1315,4.422,6.5145,6.0285,5.124,8.62166666666667,4.207,7.443,8.492,4.115,3.133,7.3625,3.7785,5.8645,3.556,5.216
"Manassas","VA",38.7479,-77.4838,42596,8.671,4.457,3.595,6.5145,5.9685,6.99375,8.49066666666667,1.2105,3.8255,10,5.0235,2.1915,8.774,4.062,6.5495,4.505,8.056
"Manchester","GA",32.8565,-84.6329,3647,8.671,3.89775,5.241,6.5145,6.457,5.81775,8.534,4.9755,6.4805,7.7655,5.0095,2.6725,8.835,4.204,4.062,5.2915,7.257
"Manchester","MI",42.1483,-84.0346,2283,8.671,0.933,6.032,6.5145,5.8185,4.04675,8.279,6.223,6.167,7.478,5.3875,4.4615,5.4015,3.7785,3.678,3.6405,5.184
"Manchester","MO",38.583,-90.5064,18308,8.671,5.0855,5.504,6.5145,5.2715,7.37425,8.87733333333333,6.958,8.909,7.6425,4.8285,3.8805,5.424,4.062,4.376,2.5315,3.885
"Manchester","VA",37.4902,-77.5396,12192,8.671,5.6485,5.949,6.5145,3.6245,6.62175,8.85533333333333,6.4395,7.6455,6.3385,1.035,3.3765,4.2705,4.204,7.151,1.38,2.097
"Manchester","WA",47.5519,-122.5517,5928,8.671,4.52375,3.79,6.5145,5.7145,7.56025,8.72433333333333,2.291,4.9405,8.1155,7.2095,5.6365,8.367,4.772,8.0895,2.8845,7.551
"Manhattan Beach","CA",33.8894,-118.3967,35585,8.57466666666667,3.677,4.556,6.5145,8.6245,4.7315,8.43966666666667,1.5275,5.4965,9.196,6.747,5.705,10,4.7675,6.96,3.9585,10
"Manhattan","IL",41.4274,-87.9805,9366,8.671,4.57975,4.766,6.5145,7.999,6.8045,8.555,3.702,6.5995,8.193,5.4155,3.832,9.513,4.062,6.134,5.5075,8.368
"Manhattan","NY",40.7834,-73.9662,1694263,8.671,5.51925,2.342,6.5145,8.0935,5.23375,8.50166666666667,1,7.0985,10,5.7475,7.022,10,3.9205,6.7125,6.675,10
"Marietta","GA",33.9533,-84.5422,60962,8.671,3.89775,5.241,6.5145,6.457,5.81775,8.534,4.9755,6.4805,7.7655,5.0095,2.6725,8.835,4.204,4.062,5.2915,7.257
"Marlborough","MA",42.3494,-71.5468,41505,8.671,4.39625,4.259,6.5145,8.6245,8.1705,8.956,1,5.7005,8.564,5.66,7.742,9.565,4.062,8.4815,3.215,10
"Marlborough","MO",38.5683,-90.3392,2753,8.671,5.0855,5.504,6.5145,5.2715,7.37425,8.87733333333333,6.958,8.909,7.6425,4.8285,3.8805,5.424,4.062,4.376,2.5315,3.885
"Maryland Heights","MO",38.7189,-90.4749,28141,8.671,5.0855,5.504,6.5145,5.2715,7.37425,8.87733333333333,6.958,8.909,7.6425,4.8285,3.8805,5.424,4.062,4.376,2.5315,3.885
"Mason","OH",39.3571,-84.3023,34337,8.671,4.7435,6.108,6.5145,4.2805,7.1095,8.638,6.6775,6.512,6.118,3.6075,4.975,6.0995,3.9205,5.299,1.9265,2.709
"McLean","VA",38.9436,-77.1943,49310,8.671,4.457,3.595,6.5145,5.9685,6.99375,8.49066666666667,1.2105,3.8255,10,5.0235,2.1915,8.774,4.062,6.5495,4.505,8.056
"Mechanicsburg","IL",39.8021,-89.4067,828,8.671,5.0855,5.504,6.5145,5.2715,7.37425,8.87733333333333,6.958,8.909,7.6425,4.8285,3.8805,5.424,4.062,4.376,2.5315,3.885
"Mechanicsburg","OH",40.0735,-83.5564,1731,8.671,4.308,4.795,6.5145,6.5935,6.87425,8.58233333333333,5.9635,8.6695,6.859,4.0685,4.791,6.5075,3.7785,7.39,1.738,3.581
"Memphis","FL",27.5435,-82.5608,11012,8.671,1.40075,5.253,6.5145,4.2805,7.37875,8.78166666666667,5.696,7.195,6.434,5.497,4.7065,6.347,4.772,5.36,2.9055,3.778
"Memphis","MI",42.8956,-82.7689,1050,8.671,0.933,6.032,6.5145,5.8185,4.04675,8.279,6.223,6.167,7.478,5.3875,4.4615,5.4015,3.7785,3.678,3.6405,5.184
"Memphis","TN",35.1087,-89.9663,1034498,8.671,1.9175,5.829,6.5145,3.6245,4.54525,7.52366666666667,7.1145,6.07,6.8605,3.5695,2.8585,4.4495,4.772,4.0405,1.6615,NA
"Menlo Park","CA",37.4685,-122.1673,33677,8.671,2.20275,NA,6.5145,3.6245,6.7265,8.88533333333333,0.5,7.142,NA,1.75,7.637,8.2945,4.488,8.454,3.1505,9.623
"Menomonee Falls","WI",43.1487,-88.1227,38219,8.671,4.915,5.526,6.5145,4.177,7.989,8.59433333333333,6.1225,4.346,6.8375,5.064,4.267,4.8305,4.204,4.844,1.5875,2.005
"Mesa","AZ",33.4015,-111.7178,497752,8.671,4.8285,6.208,6.5145,4.591,4.62525,8.56733333333333,6.533,6.178,6.81,6.7355,2.583,6.5085,4.488,5.565,3.3025,4.558
"Miami Beach","FL",25.8171,-80.1396,83469,8.671,4.05275,4.497,6.5145,4.3945,6.292,8.529,3.031,5.824,6.7675,5.3845,4.321,8.0225,4.772,6.0435,4.169,5.055
"Miami","FL",25.784,-80.2101,5711945,8.671,4.05275,4.497,6.5145,4.3945,6.292,8.529,3.031,5.824,6.7675,5.3845,4.321,8.0225,4.772,6.0435,4.169,5.055
"Middletown","KY",38.241,-85.5214,9473,8.671,1.954,6.358,6.5145,3.6245,6.60125,8.55833333333333,7.258,5.527,5.6935,1.3,3.6175,4.254,4.062,5.7785,1.473,2.293
"Middletown","NY",41.4459,-74.4236,30086,8.671,5.51925,2.342,6.5145,8.0935,5.23375,8.50166666666667,1,7.0985,10,5.7475,7.022,10,3.9205,6.7125,6.675,10
"Middletown","PA",40.201,-76.7289,9469,8.671,4.308,4.795,6.5145,6.5935,6.87425,8.58233333333333,5.9635,8.6695,6.859,4.0685,4.791,6.5075,3.7785,7.39,1.738,3.581
"Middletown","PA",40.644,-75.3244,7495,8.671,4.308,4.795,6.5145,6.5935,6.87425,8.58233333333333,5.9635,8.6695,6.859,4.0685,4.791,6.5075,3.7785,7.39,1.738,3.581
"Midvale","UT",40.6148,-111.8927,35313,8.671,4.574,6.172,6.5145,4.2805,6.21575,8.81866666666667,6.141,6.8105,5.932,6.641,5.657,6.3,4.204,8.6225,2.737,7.09
"Milford","MI",42.587,-83.6012,6511,8.671,0.933,6.032,6.5145,5.8185,4.04675,8.279,6.223,6.167,7.478,5.3875,4.4615,5.4015,3.7785,3.678,3.6405,5.184
"Milford","NJ",40.5694,-75.0916,1141,8.671,5.51925,2.342,6.5145,8.0935,5.23375,8.50166666666667,1,7.0985,10,5.7475,7.022,10,3.9205,6.7125,6.675,10
"Milford","OH",39.1699,-84.2811,6549,8.671,4.7435,6.108,6.5145,4.2805,7.1095,8.638,6.6775,6.512,6.118,3.6075,4.975,6.0995,3.9205,5.299,1.9265,2.709
"Mill Valley","CA",37.9086,-122.5421,14240,8.671,4.68725,2.618,6.5145,8.6245,6.4815,8.748,1,5.6055,9.407,7.014,5.7155,10,4.488,8.0125,3.6545,10
"Milpitas","CA",37.4336,-121.8921,79593,8.671,4.68725,2.618,6.5145,8.6245,6.4815,8.748,1,5.6055,9.407,7.014,5.7155,10,4.488,8.0125,3.6545,10
"Milwaukee","WI",43.0642,-87.9675,1340981,8.671,4.915,5.526,6.5145,4.177,7.989,8.59433333333333,6.1225,4.346,6.8375,5.064,4.267,4.8305,4.204,4.844,1.5875,2.005
"Minneapolis","MN",44.9635,-93.2678,2856952,8.671,4.925,5.042,6.5145,5.2745,8.362,8.972,4.7385,6.2585,6.8505,5.096,5.085,6.5265,4.062,7.288,3.544,5.523
"Minnetonka","MN",44.9322,-93.4598,53809,8.671,4.925,5.042,6.5145,5.2745,8.362,8.972,4.7385,6.2585,6.8505,5.096,5.085,6.5265,4.062,7.288,3.544,5.523
"Miramar","FL",25.9773,-80.3351,134306,8.671,4.05275,4.497,6.5145,4.3945,6.292,8.529,3.031,5.824,6.7675,5.3845,4.321,8.0225,4.772,6.0435,4.169,5.055
"Missouri City","TX",29.563,-95.5365,73682,8.671,4.03075,6.162,6.5145,4.928,5.3045,8.611,5.2245,6.2485,7.144,5.386,3.129,7.9345,4.772,5.34,4.3385,4.474
